Date,Open,High,Low,Close,Adj Close,Volume,stock
2017-08-14,2360.0,2390.0,2320.0,2360.0,2360.0,12416300,SCMA.JK
2017-08-15,2380.0,2410.0,2340.0,2360.0,2360.0,10582700,SCMA.JK
2017-08-16,2350.0,2360.0,2300.0,2300.0,2300.0,25737900,SCMA.JK
2017-08-17,2300.0,2300.0,2300.0,2300.0,2300.0,0,SCMA.JK
2017-08-18,2300.0,2330.0,2300.0,2310.0,2310.0,7613800,SCMA.JK
2017-08-21,2340.0,2340.0,2290.0,2300.0,2300.0,11351100,SCMA.JK
2017-08-22,2300.0,2340.0,2290.0,2300.0,2300.0,31452000,SCMA.JK
2017-08-23,2310.0,2340.0,2250.0,2270.0,2270.0,26876700,SCMA.JK
2017-08-24,2290.0,2310.0,2250.0,2290.0,2290.0,6109600,SCMA.JK
2017-08-25,2310.0,2310.0,2270.0,2280.0,2280.0,10044200,SCMA.JK
2017-08-28,2300.0,2300.0,2270.0,2280.0,2280.0,7099800,SCMA.JK
2017-08-29,2280.0,2290.0,2220.0,2230.0,2230.0,16678700,SCMA.JK
2017-08-30,2220.0,2240.0,2160.0,2200.0,2200.0,14555600,SCMA.JK
2017-08-31,2220.0,2220.0,2160.0,2210.0,2210.0,10012600,SCMA.JK
2017-09-01,2210.0,2210.0,2210.0,2210.0,2210.0,0,SCMA.JK
2017-09-04,2230.0,2250.0,2120.0,2130.0,2130.0,24209800,SCMA.JK
2017-09-05,2130.0,2170.0,2120.0,2140.0,2140.0,10992500,SCMA.JK
2017-09-06,2140.0,2150.0,2060.0,2070.0,2070.0,14460200,SCMA.JK
