Date,Open,High,Low,Close,Adj Close,Volume,stock
2000-10-02,425.0,427.5,417.5,420.0,326.43811,40281000.0,ICBP.JK
2000-10-03,420.0,422.5,395.0,395.0,307.007263,80108000.0,ICBP.JK
2000-10-04,395.0,395.0,372.5,387.5,301.178009,142717000.0,ICBP.JK
2000-10-05,385.0,400.0,385.0,395.0,307.007263,98996000.0,ICBP.JK
2000-10-06,395.0,395.0,382.5,387.5,301.178009,32459000.0,ICBP.JK
2000-10-09,387.5,387.5,370.0,377.5,293.40567,73661000.0,ICBP.JK
2000-10-10,375.0,377.5,370.0,375.0,291.462646,50967000.0,ICBP.JK
2000-10-11,372.5,390.0,370.0,385.0,299.234985,62755000.0,ICBP.JK
2000-10-12,385.0,395.0,382.5,390.0,303.121094,87548000.0,ICBP.JK
2000-10-13,385.0,395.0,380.0,395.0,307.007263,55849000.0,ICBP.JK
2000-10-16,395.0,395.0,395.0,395.0,307.007263,0.0,ICBP.JK
2000-10-17,400.0,410.0,400.0,405.0,314.779602,56107000.0,ICBP.JK
2000-10-18,405.0,405.0,395.0,400.0,310.893433,49564000.0,ICBP.JK
2000-10-19,397.5,405.0,392.5,405.0,314.779602,63699000.0,ICBP.JK
2000-10-20,412.5,412.5,387.5,400.0,310.893433,72319000.0,ICBP.JK
2000-10-23,400.0,400.0,387.5,400.0,310.893433,14013000.0,ICBP.JK
2000-10-24,400.0,400.0,387.5,400.0,310.893433,1201000.0,ICBP.JK
2000-10-25,400.0,400.0,400.0,400.0,310.893433,0.0,ICBP.JK
2000-10-26,387.5,400.0,387.5,400.0,310.893433,19416000.0,ICBP.JK
2000-10-27,400.0,400.0,400.0,400.0,310.893433,0.0,ICBP.JK
2000-10-30,387.5,387.5,375.0,387.5,301.178009,18327000.0,ICBP.JK
2000-10-31,375.0,387.5,375.0,387.5,301.178009,4662000.0,ICBP.JK
2000-11-01,387.5,387.5,375.0,387.5,301.178009,19331000.0,ICBP.JK
2000-11-02,387.5,387.5,375.0,387.5,301.178009,5983000.0,ICBP.JK
2000-11-03,387.5,387.5,375.0,387.5,301.178009,2152000.0,ICBP.JK
2000-11-06,387.5,400.0,375.0,400.0,310.893433,18890000.0,ICBP.JK
2000-11-07,400.0,400.0,387.5,400.0,310.893433,7109000.0,ICBP.JK
2000-11-08,400.0,412.5,387.5,400.0,310.893433,82401000.0,ICBP.JK
2000-11-09,400.0,412.5,387.5,400.0,310.893433,16252000.0,ICBP.JK
2000-11-10,387.5,425.0,387.5,412.5,320.608856,62488000.0,ICBP.JK
2000-11-13,412.5,425.0,400.0,412.5,320.608856,52630000.0,ICBP.JK
2000-11-14,412.5,425.0,412.5,412.5,320.608856,93265000.0,ICBP.JK
2000-11-15,412.5,425.0,387.5,412.5,320.608856,76137000.0,ICBP.JK
